activity,subject,variable,average
WALKING_DOWNSTAIRS,23,fBodyAccJerkMeanFreqY,-0.18190920041851852
WALKING_DOWNSTAIRS,23,fBodyAccJerkMeanFreqZ,-0.17900431084444443
WALKING_DOWNSTAIRS,23,fBodyAccJerkMeanX,0.20154290949444445
WALKING_DOWNSTAIRS,23,fBodyAccJerkMeanY,-0.07245045627777778
WALKING_DOWNSTAIRS,23,fBodyAccJerkMeanZ,0.15777569237777778
WALKING_DOWNSTAIRS,23,fBodyAccJerkStdX,0.08195871905740741
WALKING_DOWNSTAIRS,23,fBodyAccJerkStdY,-0.1776978412962963
WALKING_DOWNSTAIRS,23,fBodyAccJerkStdZ,-0.09851956305
WALKING_DOWNSTAIRS,23,fBodyAccMagMean,0.36482999335185184
WALKING_DOWNSTAIRS,23,fBodyAccMagMeanFreq,0.1678466457462963
WALKING_DOWNSTAIRS,23,fBodyAccMagStd,-0.04539303491481481
WALKING_DOWNSTAIRS,23,fBodyAccMeanFreqX,-0.23469362537037036
WALKING_DOWNSTAIRS,23,fBodyAccMeanFreqY,0.013029852466666665
WALKING_DOWNSTAIRS,23,fBodyAccMeanFreqZ,0.17852096980555557
WALKING_DOWNSTAIRS,23,fBodyAccMeanX,0.2054282163537037
WALKING_DOWNSTAIRS,23,fBodyAccMeanY,0.09594328939814815
WALKING_DOWNSTAIRS,23,fBodyAccMeanZ,0.28051887757407407
WALKING_DOWNSTAIRS,23,fBodyAccStdX,-0.028296247803703704
WALKING_DOWNSTAIRS,23,fBodyAccStdY,0.04322836869759259
WALKING_DOWNSTAIRS,23,fBodyAccStdZ,0.09479409738148148
WALKING_DOWNSTAIRS,23,fBodyBodyAccJerkMagMean,0.3350097243333333
WALKING_DOWNSTAIRS,23,fBodyBodyAccJerkMagMeanFreq,0.057987422298703704
WALKING_DOWNSTAIRS,23,fBodyBodyAccJerkMagStd,0.2244805035
WALKING_DOWNSTAIRS,23,fBodyBodyGyroJerkMagMean,0.07467546436666667
WALKING_DOWNSTAIRS,23,fBodyBodyGyroJerkMagMeanFreq,0.2218494837074074
WALKING_DOWNSTAIRS,23,fBodyBodyGyroJerkMagStd,-0.03985737801851852
WALKING_DOWNSTAIRS,23,fBodyBodyGyroMagMean,0.1508257348425926
WALKING_DOWNSTAIRS,23,fBodyBodyGyroMagMeanFreq,0.4026510901851852
WALKING_DOWNSTAIRS,23,fBodyBodyGyroMagStd,-0.21893042594444445
WALKING_DOWNSTAIRS,23,fBodyGyroMeanFreqX,0.02163336673148148
WALKING_DOWNSTAIRS,23,fBodyGyroMeanFreqY,0.08812842600555555
WALKING_DOWNSTAIRS,23,fBodyGyroMeanFreqZ,-0.06033171951296296
WALKING_DOWNSTAIRS,23,fBodyGyroMeanX,-0.21473071322222223
WALKING_DOWNSTAIRS,23,fBodyGyroMeanY,0.32881701008888886
WALKING_DOWNSTAIRS,23,fBodyGyroMeanZ,-0.14126688847777777
WALKING_DOWNSTAIRS,23,fBodyGyroStdX,-0.48259832503703703
WALKING_DOWNSTAIRS,23,fBodyGyroStdY,0.12605231802962963
WALKING_DOWNSTAIRS,23,fBodyGyroStdZ,-0.30589669922222223
WALKING_DOWNSTAIRS,23,tBodyAccJerkMagMean,0.11298247562777777
WALKING_DOWNSTAIRS,23,tBodyAccJerkMagStd,0.29208720008703704
WALKING_DOWNSTAIRS,23,tBodyAccJerkMeanX,0.05780106056481482
WALKING_DOWNSTAIRS,23,tBodyAccJerkMeanY,0.03750051507407407
WALKING_DOWNSTAIRS,23,tBodyAccJerkMeanZ,-9.827171018518491e-4
WALKING_DOWNSTAIRS,23,tBodyAccJerkStdX,0.19894706177592592
WALKING_DOWNSTAIRS,23,tBodyAccJerkStdY,-0.08833012257962963
WALKING_DOWNSTAIRS,23,tBodyAccJerkStdZ,0.031015707777592594
WALKING_DOWNSTAIRS,23,tBodyAccMagMean,0.12721113769444445
WALKING_DOWNSTAIRS,23,tBodyAccMagStd,0.23036396435185186
WALKING_DOWNSTAIRS,23,tBodyAccMeanX,0.28989741114814815
WALKING_DOWNSTAIRS,23,tBodyAccMeanY,-0.01621114572388889
WALKING_DOWNSTAIRS,23,tBodyAccMeanZ,-0.09881237125740741
WALKING_DOWNSTAIRS,23,tBodyAccStdX,0.044139284342592594
WALKING_DOWNSTAIRS,23,tBodyAccStdY,0.10825903416962963
WALKING_DOWNSTAIRS,23,tBodyAccStdZ,0.22989874294444446
WALKING_DOWNSTAIRS,23,tBodyGyroJerkMagMean,-0.04631177662037037
WALKING_DOWNSTAIRS,23,tBodyGyroJerkMagStd,0.059490848388888885
WALKING_DOWNSTAIRS,23,tBodyGyroJerkMeanX,-0.11772582441296296
WALKING_DOWNSTAIRS,23,tBodyGyroJerkMeanY,-0.03528916147407408
WALKING_DOWNSTAIRS,23,tBodyGyroJerkMeanZ,-0.029325501614814814
WALKING_DOWNSTAIRS,23,tBodyGyroJerkStdX,-0.3230156996296296
WALKING_DOWNSTAIRS,23,tBodyGyroJerkStdY,0.1466501219722222
WALKING_DOWNSTAIRS,23,tBodyGyroJerkStdZ,-0.36786963962962965
WALKING_DOWNSTAIRS,23,tBodyGyroMagMean,0.03909154815555556
WALKING_DOWNSTAIRS,23,tBodyGyroMagStd,0.053997290322222224
WALKING_DOWNSTAIRS,23,tBodyGyroMeanX,-0.05782301902037037
WALKING_DOWNSTAIRS,23,tBodyGyroMeanY,-0.08530774642777778
WALKING_DOWNSTAIRS,23,tBodyGyroMeanZ,0.09536024972222222
WALKING_DOWNSTAIRS,23,tBodyGyroStdX,-0.4161330327777778
WALKING_DOWNSTAIRS,23,tBodyGyroStdY,0.21382555227777778
WALKING_DOWNSTAIRS,23,tBodyGyroStdZ,-0.20870248824074075
WALKING_DOWNSTAIRS,23,tGravityAccMagMean,0.12721113769444445
WALKING_DOWNSTAIRS,23,tGravityAccMagStd,0.23036396435185186
WALKING_DOWNSTAIRS,23,tGravityAccMeanX,0.9237114012962963
WALKING_DOWNSTAIRS,23,tGravityAccMeanY,-0.11002884164814815
WALKING_DOWNSTAIRS,23,tGravityAccMeanZ,-0.15367153225925925
WALKING_DOWNSTAIRS,23,tGravityAccStdX,-0.9507908374074074
WALKING_DOWNSTAIRS,23,tGravityAccStdY,-0.9390125496296297
WALKING_DOWNSTAIRS,23,tGravityAccStdZ,-0.9058882575925926
WALKING_DOWNSTAIRS,24,fBodyAccJerkMeanFreqX,-0.398144618
WALKING_DOWNSTAIRS,24,fBodyAccJerkMeanFreqY,-0.4153053777272727
WALKING_DOWNSTAIRS,24,fBodyAccJerkMeanFreqZ,-0.29752069754545457
WALKING_DOWNSTAIRS,24,fBodyAccJerkMeanX,-0.3761757949090909
WALKING_DOWNSTAIRS,24,fBodyAccJerkMeanY,-0.2258243574
WALKING_DOWNSTAIRS,24,fBodyAccJerkMeanZ,-0.2500001833818182
WALKING_DOWNSTAIRS,24,fBodyAccJerkStdX,-0.355930598
WALKING_DOWNSTAIRS,24,fBodyAccJerkStdY,-0.16362680763636364
WALKING_DOWNSTAIRS,24,fBodyAccJerkStdZ,-0.32856996854545456
WALKING_DOWNSTAIRS,24,fBodyAccMagMean,-0.023170162660363636
WALKING_DOWNSTAIRS,24,fBodyAccMagMeanFreq,-0.03644160835272727
WALKING_DOWNSTAIRS,24,fBodyAccMagStd,-0.1752917086781818
WALKING_DOWNSTAIRS,24,fBodyAccMeanFreqX,-0.5416638701818182
WALKING_DOWNSTAIRS,24,fBodyAccMeanFreqY,-0.011684872016363635
WALKING_DOWNSTAIRS,24,fBodyAccMeanFreqZ,0.20129907445345455
WALKING_DOWNSTAIRS,24,fBodyAccMeanX,-0.22232429345454546
WALKING_DOWNSTAIRS,24,fBodyAccMeanY,-0.08618297524727273
WALKING_DOWNSTAIRS,24,fBodyAccMeanZ,-0.17382508358727272
WALKING_DOWNSTAIRS,24,fBodyAccStdX,-0.03490859467854546
WALKING_DOWNSTAIRS,24,fBodyAccStdY,-0.1691911475290909
WALKING_DOWNSTAIRS,24,fBodyAccStdZ,-0.2915538223818182
WALKING_DOWNSTAIRS,24,fBodyBodyAccJerkMagMean,-0.2008301371090909
WALKING_DOWNSTAIRS,24,fBodyBodyAccJerkMagMeanFreq,-0.001985371421818183
WALKING_DOWNSTAIRS,24,fBodyBodyAccJerkMagStd,-0.08275549115363637
WALKING_DOWNSTAIRS,24,fBodyBodyGyroJerkMagMean,-0.4744499258181818
WALKING_DOWNSTAIRS,24,fBodyBodyGyroJerkMagMeanFreq,0.09972922085436364
WALKING_DOWNSTAIRS,24,fBodyBodyGyroJerkMagStd,-0.47803048618181815
WALKING_DOWNSTAIRS,24,fBodyBodyGyroMagMean,-0.37429868672727273
WALKING_DOWNSTAIRS,24,fBodyBodyGyroMagMeanFreq,0.16477264293272728
WALKING_DOWNSTAIRS,24,fBodyBodyGyroMagStd,-0.4701472701818182
WALKING_DOWNSTAIRS,24,fBodyGyroMeanFreqX,-0.05452873666363636
WALKING_DOWNSTAIRS,24,fBodyGyroMeanFreqY,0.09358846446181818
WALKING_DOWNSTAIRS,24,fBodyGyroMeanFreqZ,0.020840957932727274
WALKING_DOWNSTAIRS,24,fBodyGyroMeanX,-0.2724692118545455
WALKING_DOWNSTAIRS,24,fBodyGyroMeanY,-0.4334754318181818
WALKING_DOWNSTAIRS,24,fBodyGyroMeanZ,-0.39628664636363636
WALKING_DOWNSTAIRS,24,fBodyGyroStdX,-0.4848946838181818
WALKING_DOWNSTAIRS,24,fBodyGyroStdY,-0.5234127016363637
WALKING_DOWNSTAIRS,24,fBodyGyroStdZ,-0.5732819054545455
WALKING_DOWNSTAIRS,24,tBodyAccJerkMagMean,-0.26310694483636365
WALKING_DOWNSTAIRS,24,tBodyAccJerkMagStd,-0.14350197001818182
WALKING_DOWNSTAIRS,24,tBodyAccJerkMeanX,0.08026198285454546
WALKING_DOWNSTAIRS,24,tBodyAccJerkMeanY,-0.004473162736909092
WALKING_DOWNSTAIRS,24,tBodyAccJerkMeanZ,-0.008469158573636362
WALKING_DOWNSTAIRS,24,tBodyAccJerkStdX,-0.337218894
WALKING_DOWNSTAIRS,24,tBodyAccJerkStdY,-0.1692918877418182
WALKING_DOWNSTAIRS,24,tBodyAccJerkStdZ,-0.29023937656363635
WALKING_DOWNSTAIRS,24,tBodyAccMagMean,-0.07376991630727273
WALKING_DOWNSTAIRS,24,tBodyAccMagStd,-0.022483912285454547
WALKING_DOWNSTAIRS,24,tBodyAccMeanX,0.2886312089090909
WALKING_DOWNSTAIRS,24,tBodyAccMeanY,-0.01457303483109091
WALKING_DOWNSTAIRS,24,tBodyAccMeanZ,-0.10481882027272728
WALKING_DOWNSTAIRS,24,tBodyAccStdX,-0.08273248054
WALKING_DOWNSTAIRS,24,tBodyAccStdY,-0.10260732678363636
WALKING_DOWNSTAIRS,24,tBodyAccStdZ,-0.20556638074545455
WALKING_DOWNSTAIRS,24,tBodyGyroJerkMagMean,-0.49715223836363637
WALKING_DOWNSTAIRS,24,tBodyGyroJerkMagStd,-0.4591598523636364
WALKING_DOWNSTAIRS,24,tBodyGyroJerkMeanX,-0.09141450146545455
WALKING_DOWNSTAIRS,24,tBodyGyroJerkMeanY,-0.029176631141818184
WALKING_DOWNSTAIRS,24,tBodyGyroJerkMeanZ,-0.04120554114909091
WALKING_DOWNSTAIRS,24,tBodyGyroJerkStdX,-0.3584445502254546
WALKING_DOWNSTAIRS,24,tBodyGyroJerkStdY,-0.5193267350909091
WALKING_DOWNSTAIRS,24,tBodyGyroJerkStdZ,-0.47869094127272727
WALKING_DOWNSTAIRS,24,tBodyGyroMagMean,-0.30496580636363635
WALKING_DOWNSTAIRS,24,tBodyGyroMagStd,-0.3636948774
WALKING_DOWNSTAIRS,24,tBodyGyroMeanX,-0.0867069010690909
WALKING_DOWNSTAIRS,24,tBodyGyroMeanY,-0.05423002451272727
WALKING_DOWNSTAIRS,24,tBodyGyroMeanZ,0.11197365060363636
WALKING_DOWNSTAIRS,24,tBodyGyroStdX,-0.43191906794545454
WALKING_DOWNSTAIRS,24,tBodyGyroStdY,-0.484673524
WALKING_DOWNSTAIRS,24,tBodyGyroStdZ,-0.4910772449090909
WALKING_DOWNSTAIRS,24,tGravityAccMagMean,-0.07376991630727273
WALKING_DOWNSTAIRS,24,tGravityAccMagStd,-0.022483912285454547
WALKING_DOWNSTAIRS,24,tGravityAccMeanX,0.9508834167272727
WALKING_DOWNSTAIRS,24,tGravityAccMeanY,-0.1283267109272727
WALKING_DOWNSTAIRS,24,tGravityAccMeanZ,-0.14012315501818182
WALKING_DOWNSTAIRS,24,tGravityAccStdX,-0.9618453274545454
WALKING_DOWNSTAIRS,24,tGravityAccStdY,-0.9414789794545455
WALKING_DOWNSTAIRS,24,tGravityAccStdZ,-0.9422077187272727
WALKING_DOWNSTAIRS,25,fBodyAccJerkMeanFreqX,-0.41973250810344825
WALKING_DOWNSTAIRS,25,fBodyAccJerkMeanFreqY,-0.5449023325862069
WALKING_DOWNSTAIRS,25,fBodyAccJerkMeanFreqZ,-0.4237980060689655
WALKING_DOWNSTAIRS,25,fBodyAccJerkMeanX,-0.5257894506896552
WALKING_DOWNSTAIRS,25,fBodyAccJerkMeanY,-0.4156996437931034
WALKING_DOWNSTAIRS,25,fBodyAccJerkMeanZ,-0.6868439593103448
WALKING_DOWNSTAIRS,25,fBodyAccJerkStdX,-0.5221533410344827
WALKING_DOWNSTAIRS,25,fBodyAccJerkStdY,-0.3657198304482759
WALKING_DOWNSTAIRS,25,fBodyAccJerkStdZ,-0.734990064137931
WALKING_DOWNSTAIRS,25,fBodyAccMagMean,-0.2881547875172414
WALKING_DOWNSTAIRS,25,fBodyAccMagMeanFreq,-0.17216563837931034
WALKING_DOWNSTAIRS,25,fBodyAccMagStd,-0.35943708010344827
WALKING_DOWNSTAIRS,25,fBodyAccMeanFreqX,-0.5546326653448276
WALKING_DOWNSTAIRS,25,fBodyAccMeanFreqY,-0.17341405726206896
WALKING_DOWNSTAIRS,25,fBodyAccMeanFreqZ,-0.15200826886206897
WALKING_DOWNSTAIRS,25,fBodyAccMeanX,-0.3722451929310345
WALKING_DOWNSTAIRS,25,fBodyAccMeanY,-0.19638105374137932
WALKING_DOWNSTAIRS,25,fBodyAccMeanZ,-0.556097089137931
WALKING_DOWNSTAIRS,25,fBodyAccStdX,-0.21302887433103448
WALKING_DOWNSTAIRS,25,fBodyAccStdY,-0.16684237558793102
WALKING_DOWNSTAIRS,25,fBodyAccStdZ,-0.44946544172413794
WALKING_DOWNSTAIRS,25,fBodyBodyAccJerkMagMean,-0.47164211155172414
WALKING_DOWNSTAIRS,25,fBodyBodyAccJerkMagMeanFreq,-2.596381093103446e-4
WALKING_DOWNSTAIRS,25,fBodyBodyAccJerkMagStd,-0.5022247681034483
WALKING_DOWNSTAIRS,25,fBodyBodyGyroJerkMagMean,-0.6870342812068966
WALKING_DOWNSTAIRS,25,fBodyBodyGyroJerkMagMeanFreq,-0.10127880266724137
WALKING_DOWNSTAIRS,25,fBodyBodyGyroJerkMagStd,-0.6930324091379311
WALKING_DOWNSTAIRS,25,fBodyBodyGyroMagMean,-0.4857635820689655
WALKING_DOWNSTAIRS,25,fBodyBodyGyroMagMeanFreq,-0.15958877095172413
WALKING_DOWNSTAIRS,25,fBodyBodyGyroMagStd,-0.42370732970689656
WALKING_DOWNSTAIRS,25,fBodyGyroMeanFreqX,-0.2698503882465517
WALKING_DOWNSTAIRS,25,fBodyGyroMeanFreqY,-0.47476937655172413
WALKING_DOWNSTAIRS,25,fBodyGyroMeanFreqZ,-0.19197377494827586
WALKING_DOWNSTAIRS,25,fBodyGyroMeanX,-0.21779972393103447
WALKING_DOWNSTAIRS,25,fBodyGyroMeanY,-0.6329163522413793
WALKING_DOWNSTAIRS,25,fBodyGyroMeanZ,-0.4103114475862069
WALKING_DOWNSTAIRS,25,fBodyGyroStdX,-0.3162521077413793
WALKING_DOWNSTAIRS,25,fBodyGyroStdY,-0.470641125
WALKING_DOWNSTAIRS,25,fBodyGyroStdZ,-0.5067383067241379
WALKING_DOWNSTAIRS,25,tBodyAccJerkMagMean,-0.5004833313793103
WALKING_DOWNSTAIRS,25,tBodyAccJerkMagStd,-0.4829769298275862
WALKING_DOWNSTAIRS,25,tBodyAccJerkMeanX,0.11065692939655172
WALKING_DOWNSTAIRS,25,tBodyAccJerkMeanY,-0.01954166269310345
WALKING_DOWNSTAIRS,25,tBodyAccJerkMeanZ,-0.01133487916724138
WALKING_DOWNSTAIRS,25,tBodyAccJerkStdX,-0.5019683879310345
WALKING_DOWNSTAIRS,25,tBodyAccJerkStdY,-0.3716615224137931
WALKING_DOWNSTAIRS,25,tBodyAccJerkStdZ,-0.7114946955172414
WALKING_DOWNSTAIRS,25,tBodyAccMagMean,-0.22010859462068966
WALKING_DOWNSTAIRS,25,tBodyAccMagStd,-0.2594652499137931
WALKING_DOWNSTAIRS,25,tBodyAccMeanX,0.29132966620689654
WALKING_DOWNSTAIRS,25,tBodyAccMeanY,-0.021017052298793103
WALKING_DOWNSTAIRS,25,tBodyAccMeanZ,-0.10719237696551724
WALKING_DOWNSTAIRS,25,tBodyAccStdX,-0.25375693425862067
WALKING_DOWNSTAIRS,25,tBodyAccStdY,-0.14054060387068965
WALKING_DOWNSTAIRS,25,tBodyAccStdZ,-0.4579723818965517
WALKING_DOWNSTAIRS,25,tBodyGyroJerkMagMean,-0.6647136251724138
WALKING_DOWNSTAIRS,25,tBodyGyroJerkMagStd,-0.6796059513793103
WALKING_DOWNSTAIRS,25,tBodyGyroJerkMeanX,-0.12795244539965517
WALKING_DOWNSTAIRS,25,tBodyGyroJerkMeanY,-0.0415203345874138
WALKING_DOWNSTAIRS,25,tBodyGyroJerkMeanZ,-0.06420781223810346
WALKING_DOWNSTAIRS,25,tBodyGyroJerkStdX,-0.4301343875862069
WALKING_DOWNSTAIRS,25,tBodyGyroJerkStdY,-0.8104445424137932
WALKING_DOWNSTAIRS,25,tBodyGyroJerkStdZ,-0.5994819979310345
WALKING_DOWNSTAIRS,25,tBodyGyroMagMean,-0.21608256560172415
WALKING_DOWNSTAIRS,25,tBodyGyroMagStd,-0.38216092137931035
WALKING_DOWNSTAIRS,25,tBodyGyroMeanX,0.002991128565517241
WALKING_DOWNSTAIRS,25,tBodyGyroMeanY,-0.10111507636689655
WALKING_DOWNSTAIRS,25,tBodyGyroMeanZ,0.09807502493103448
WALKING_DOWNSTAIRS,25,tBodyGyroStdX,-0.2888247545862069
WALKING_DOWNSTAIRS,25,tBodyGyroStdY,-0.5233779146551725
WALKING_DOWNSTAIRS,25,tBodyGyroStdZ,-0.4437804544827586
WALKING_DOWNSTAIRS,25,tGravityAccMagMean,-0.22010859462068966
WALKING_DOWNSTAIRS,25,tGravityAccMagStd,-0.2594652499137931
WALKING_DOWNSTAIRS,25,tGravityAccMeanX,0.9296275322413793
WALKING_DOWNSTAIRS,25,tGravityAccMeanY,-0.0724270175862069
WALKING_DOWNSTAIRS,25,tGravityAccMeanZ,0.21879595837931035
WALKING_DOWNSTAIRS,25,tGravityAccStdX,-0.9644700667241379
WALKING_DOWNSTAIRS,25,tGravityAccStdY,-0.9378160110344828
WALKING_DOWNSTAIRS,25,tGravityAccStdZ,-0.9261916963793103
WALKING_DOWNSTAIRS,26,fBodyAccJerkMeanFreqX,-0.5212878612
WALKING_DOWNSTAIRS,26,fBodyAccJerkMeanFreqY,-0.4566796268
WALKING_DOWNSTAIRS,26,fBodyAccJerkMeanFreqZ,-0.3450157917
WALKING_DOWNSTAIRS,26,fBodyAccJerkMeanX,-0.201368098258
WALKING_DOWNSTAIRS,26,fBodyAccJerkMeanY,-0.165552378156
WALKING_DOWNSTAIRS,26,fBodyAccJerkMeanZ,-0.3601146078
WALKING_DOWNSTAIRS,26,fBodyAccJerkStdX,-0.130825898392
WALKING_DOWNSTAIRS,26,fBodyAccJerkStdY,-0.061537065488
WALKING_DOWNSTAIRS,26,fBodyAccJerkStdZ,-0.3967016908
WALKING_DOWNSTAIRS,26,fBodyAccMagMean,0.075101684668
WALKING_DOWNSTAIRS,26,fBodyAccMagMeanFreq,-0.15299347555599999
WALKING_DOWNSTAIRS,26,fBodyAccMagStd,0.005749436614000001
WALKING_DOWNSTAIRS,26,fBodyAccMeanFreqX,-0.5514383554
WALKING_DOWNSTAIRS,26,fBodyAccMeanFreqY,0.004440219300000001
WALKING_DOWNSTAIRS,26,fBodyAccMeanFreqZ,0.1399744981
WALKING_DOWNSTAIRS,26,fBodyAccMeanX,0.022800096142
WALKING_DOWNSTAIRS,26,fBodyAccMeanY,-0.006237000044
WALKING_DOWNSTAIRS,26,fBodyAccMeanZ,-0.2796400557
WALKING_DOWNSTAIRS,26,fBodyAccStdX,0.22678384386
WALKING_DOWNSTAIRS,26,fBodyAccStdY,-0.078283777824
WALKING_DOWNSTAIRS,26,fBodyAccStdZ,-0.3466485178
WALKING_DOWNSTAIRS,26,fBodyBodyAccJerkMagMean,-0.15317202912
WALKING_DOWNSTAIRS,26,fBodyBodyAccJerkMagMeanFreq,-0.084571896612
WALKING_DOWNSTAIRS,26,fBodyBodyAccJerkMagStd,-0.067941075972
WALKING_DOWNSTAIRS,26,fBodyBodyGyroJerkMagMean,-0.4722007526
WALKING_DOWNSTAIRS,26,fBodyBodyGyroJerkMagMeanFreq,-0.0043410087763800015
WALKING_DOWNSTAIRS,26,fBodyBodyGyroJerkMagStd,-0.4894973794
WALKING_DOWNSTAIRS,26,fBodyBodyGyroMagMean,-0.3345099466
WALKING_DOWNSTAIRS,26,fBodyBodyGyroMagMeanFreq,0.005991081421579998
WALKING_DOWNSTAIRS,26,fBodyBodyGyroMagStd,-0.39299065312
WALKING_DOWNSTAIRS,26,fBodyGyroMeanFreqX,-0.10932502666
WALKING_DOWNSTAIRS,26,fBodyGyroMeanFreqY,0.042572962348
WALKING_DOWNSTAIRS,26,fBodyGyroMeanFreqZ,-0.013728930019999998
WALKING_DOWNSTAIRS,26,fBodyGyroMeanX,-0.12591815458
WALKING_DOWNSTAIRS,26,fBodyGyroMeanY,-0.44312621
WALKING_DOWNSTAIRS,26,fBodyGyroMeanZ,-0.22138882542
WALKING_DOWNSTAIRS,26,fBodyGyroStdX,-0.39819986350000003
WALKING_DOWNSTAIRS,26,fBodyGyroStdY,-0.4975063388
WALKING_DOWNSTAIRS,26,fBodyGyroStdZ,-0.434482187
WALKING_DOWNSTAIRS,26,tBodyAccJerkMagMean,-0.1488562664
WALKING_DOWNSTAIRS,26,tBodyAccJerkMagStd,-0.111303956316
WALKING_DOWNSTAIRS,26,tBodyAccJerkMeanX,0.111470787918
WALKING_DOWNSTAIRS,26,tBodyAccJerkMeanY,-0.007131601641999999
WALKING_DOWNSTAIRS,26,tBodyAccJerkMeanZ,-0.011891142640000003
WALKING_DOWNSTAIRS,26,tBodyAccJerkStdX,-0.128111641206
WALKING_DOWNSTAIRS,26,tBodyAccJerkStdY,-0.08640490273602
WALKING_DOWNSTAIRS,26,tBodyAccJerkStdZ,-0.3793359516
WALKING_DOWNSTAIRS,26,tBodyAccMagMean,0.114379383742
WALKING_DOWNSTAIRS,26,tBodyAccMagStd,0.14700167906
WALKING_DOWNSTAIRS,26,tBodyAccMeanX,0.2792845828
WALKING_DOWNSTAIRS,26,tBodyAccMeanY,-0.01262580966778
WALKING_DOWNSTAIRS,26,tBodyAccMeanZ,-0.1064396194
WALKING_DOWNSTAIRS,26,tBodyAccStdX,0.17395384962
WALKING_DOWNSTAIRS,26,tBodyAccStdY,-0.011629910112
WALKING_DOWNSTAIRS,26,tBodyAccStdZ,-0.284807676
WALKING_DOWNSTAIRS,26,tBodyGyroJerkMagMean,-0.4187798104
WALKING_DOWNSTAIRS,26,tBodyGyroJerkMagStd,-0.463140795
WALKING_DOWNSTAIRS,26,tBodyGyroJerkMeanX,-0.0992465275036
WALKING_DOWNSTAIRS,26,tBodyGyroJerkMeanY,-0.037268109685
WALKING_DOWNSTAIRS,26,tBodyGyroJerkMeanZ,-0.05105874094
WALKING_DOWNSTAIRS,26,tBodyGyroJerkStdX,-0.170842676616
WALKING_DOWNSTAIRS,26,tBodyGyroJerkStdY,-0.5471984382
WALKING_DOWNSTAIRS,26,tBodyGyroJerkStdZ,-0.3589516378
WALKING_DOWNSTAIRS,26,tBodyGyroMagMean,-0.23531462281999999
WALKING_DOWNSTAIRS,26,tBodyGyroMagStd,-0.296158291686
WALKING_DOWNSTAIRS,26,tBodyGyroMeanX,-0.010752208235999997
WALKING_DOWNSTAIRS,26,tBodyGyroMeanY,-0.1003822042168
WALKING_DOWNSTAIRS,26,tBodyGyroMeanZ,0.082221399603
WALKING_DOWNSTAIRS,26,tBodyGyroStdX,-0.33131291446
WALKING_DOWNSTAIRS,26,tBodyGyroStdY,-0.4734080504
WALKING_DOWNSTAIRS,26,tBodyGyroStdZ,-0.3320502392
WALKING_DOWNSTAIRS,26,tGravityAccMagMean,0.114379383742
WALKING_DOWNSTAIRS,26,tGravityAccMagStd,0.14700167906
WALKING_DOWNSTAIRS,26,tGravityAccMeanX,0.9467972718
WALKING_DOWNSTAIRS,26,tGravityAccMeanY,-0.0799003729
WALKING_DOWNSTAIRS,26,tGravityAccMeanZ,0.1539063202
WALKING_DOWNSTAIRS,26,tGravityAccStdX,-0.9627219918
WALKING_DOWNSTAIRS,26,tGravityAccStdY,-0.9354258554
WALKING_DOWNSTAIRS,26,tGravityAccStdZ,-0.9330817682
WALKING_DOWNSTAIRS,27,fBodyAccJerkMeanFreqX,-0.3313519977272727
WALKING_DOWNSTAIRS,27,fBodyAccJerkMeanFreqY,-0.2946517101590909
WALKING_DOWNSTAIRS,27,fBodyAccJerkMeanFreqZ,-0.20334131025
WALKING_DOWNSTAIRS,27,fBodyAccJerkMeanX,-0.04378262626136364
WALKING_DOWNSTAIRS,27,fBodyAccJerkMeanY,-0.17097527061136364
WALKING_DOWNSTAIRS,27,fBodyAccJerkMeanZ,-0.34362639629545455
WALKING_DOWNSTAIRS,27,fBodyAccJerkStdX,-0.05228113420454546
WALKING_DOWNSTAIRS,27,fBodyAccJerkStdY,-0.16324397843181818
WALKING_DOWNSTAIRS,27,fBodyAccJerkStdZ,-0.47475549204545453
WALKING_DOWNSTAIRS,27,fBodyAccMagMean,0.1498164592272727
WALKING_DOWNSTAIRS,27,fBodyAccMagMeanFreq,0.06402045201704545
WALKING_DOWNSTAIRS,27,fBodyAccMagStd,-0.071212004425
WALKING_DOWNSTAIRS,27,fBodyAccMeanFreqX,-0.390366905
WALKING_DOWNSTAIRS,27,fBodyAccMeanFreqY,0.05306110962318182
WALKING_DOWNSTAIRS,27,fBodyAccMeanFreqZ,0.1546633276090909
WALKING_DOWNSTAIRS,27,fBodyAccMeanX,0.08298315450909091
WALKING_DOWNSTAIRS,27,fBodyAccMeanY,-0.06267295730681818
WALKING_DOWNSTAIRS,27,fBodyAccMeanZ,-0.2416003610909091
WALKING_DOWNSTAIRS,27,fBodyAccStdX,0.19491271656818182
WALKING_DOWNSTAIRS,27,fBodyAccStdY,-0.17564706475
WALKING_DOWNSTAIRS,27,fBodyAccStdZ,-0.30309070186363635
WALKING_DOWNSTAIRS,27,fBodyBodyAccJerkMagMean,0.010857564025
WALKING_DOWNSTAIRS,27,fBodyBodyAccJerkMagMeanFreq,0.10379632123181819
WALKING_DOWNSTAIRS,27,fBodyBodyAccJerkMagStd,-0.1136259449909091
WALKING_DOWNSTAIRS,27,fBodyBodyGyroJerkMagMean,-0.46777776875
WALKING_DOWNSTAIRS,27,fBodyBodyGyroJerkMagMeanFreq,0.084123192215
WALKING_DOWNSTAIRS,27,fBodyBodyGyroJerkMagStd,-0.5028313734772727
WALKING_DOWNSTAIRS,27,fBodyBodyGyroMagMean,-0.3591137247727273
